Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
32497,Innovate Industries,Social Media,Women 25-34,15 days,Email,0.12,14982.0,3.22,Los Angeles,German,102,4637,1,Outdoor Adventurers,2021-01-12
184849,TechCorp,Social Media,All Ages,15 days,Email,0.02,8292.0,7.38,New York,German,409,9428,8,Outdoor Adventurers,2021-06-08
12499,TechCorp,Social Media,Men 25-34,45 days,Google Ads,0.06,14225.0,4.77,Miami,Spanish,243,6566,6,Outdoor Adventurers,2021-03-30
178349,NexGen Systems,Display,All Ages,45 days,YouTube,0.03,10778.0,6.08,New York,Spanish,714,9442,4,Fashionistas,2021-08-17
40931,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.11,6648.0,7.13,Los Angeles,English,713,5869,7,Tech Enthusiasts,2021-02-20
127165,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.04,19030.0,5.21,Houston,English,377,9686,9,Foodies,2021-05-25
9398,Innovate Industries,Social Media,All Ages,15 days,Website,0.01,18064.0,7.74,Houston,Spanish,694,5596,3,Health & Wellness,2021-09-30
66628,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,0.12,14768.0,3.92,New York,Mandarin,851,8798,5,Fashionistas,2021-07-17
148310,Alpha Innovations,Search,Men 25-34,30 days,Website,0.08,9555.0,7.69,Chicago,Spanish,939,6620,1,Foodies,2021-04-30
107300,DataTech Solutions,Social Media,Women 35-44,15 days,Google Ads,0.13,18903.0,4.34,New York,French,940,4257,5,Foodies,2021-12-21
96483,TechCorp,Social Media,Men 25-34,15 days,Email,0.01,6068.0,4.39,Los Angeles,French,680,1512,10,Health & Wellness,2021-05-03
17643,Alpha Innovations,Display,Women 25-34,45 days,Website,0.08,13477.0,6.7,Houston,English,422,6174,7,Foodies,2021-05-03
168763,NexGen Systems,Search,Men 25-34,30 days,Website,0.03,18851.0,6.89,Miami,Spanish,334,6554,10,Fashionistas,2021-05-13
10475,Alpha Innovations,Social Media,Men 25-34,45 days,Google Ads,0.03,14595.0,6.54,Houston,German,893,4436,2,Fashionistas,2021-09-12
46228,Innovate Industries,Email,Women 25-34,15 days,Instagram,0.01,7190.0,2.56,Houston,Spanish,533,9055,6,Tech Enthusiasts,2021-08-26
108847,TechCorp,Display,Men 25-34,15 days,Instagram,0.13,14156.0,3.3,Los Angeles,Mandarin,832,9265,8,Fashionistas,2021-03-18
22571,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.06,15446.0,7.14,Chicago,Mandarin,551,4413,8,Health & Wellness,2021-11-02
186077,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.14,11145.0,7.9,Houston,Mandarin,302,6813,10,Health & Wellness,2021-10-19
1412,TechCorp,Display,Men 25-34,15 days,Email,0.03,10387.0,6.77,Los Angeles,Spanish,722,6216,9,Outdoor Adventurers,2021-11-13
104322,TechCorp,Social Media,Women 35-44,30 days,YouTube,0.03,11522.0,4.58,Miami,Mandarin,615,5621,4,Health & Wellness,2021-10-24
88480,Innovate Industries,Search,Men 25-34,30 days,Website,0.04,11431.0,7.48,Chicago,French,592,9535,1,Tech Enthusiasts,2021-05-30
188421,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.1,9808.0,2.13,Los Angeles,Spanish,924,9493,3,Health & Wellness,2021-03-22
93512,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.14,15258.0,4.95,New York,French,649,2139,4,Tech Enthusiasts,2021-03-13
56457,DataTech Solutions,Display,Women 25-34,45 days,Email,0.01,6510.0,5.34,Los Angeles,French,820,5786,9,Health & Wellness,2021-09-04
13611,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.1,6215.0,4.24,Miami,Mandarin,220,6967,2,Fashionistas,2021-04-16
168309,Alpha Innovations,Email,Women 35-44,30 days,Instagram,0.06,17922.0,2.68,Houston,Spanish,176,1483,10,Foodies,2021-02-13
130731,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.05,19029.0,3.66,Los Angeles,Spanish,974,8789,7,Outdoor Adventurers,2021-03-02
86369,DataTech Solutions,Influencer,Men 18-24,60 days,Facebook,0.15,10654.0,7.6,Los Angeles,English,483,7487,6,Tech Enthusiasts,2021-08-17
114033,TechCorp,Social Media,All Ages,15 days,Website,0.15,8042.0,4.49,New York,English,963,2930,1,Fashionistas,2021-06-02
78622,TechCorp,Email,Men 25-34,30 days,Facebook,0.03,10375.0,2.66,Houston,German,475,5752,10,Fashionistas,2021-05-27
31054,Alpha Innovations,Display,Women 25-34,15 days,Facebook,0.11,17509.0,4.98,New York,French,208,8993,7,Tech Enthusiasts,2021-01-29
113684,Innovate Industries,Email,Men 25-34,15 days,Email,0.06,11760.0,5.05,Houston,French,485,9566,6,Foodies,2021-06-18
73253,NexGen Systems,Display,Men 18-24,15 days,Instagram,0.06,16614.0,6.73,Houston,English,947,9299,3,Tech Enthusiasts,2021-09-10
140158,TechCorp,Social Media,All Ages,15 days,YouTube,0.04,17237.0,5.81,New York,English,374,4727,8,Health & Wellness,2021-12-29
153914,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.02,19663.0,5.83,Chicago,Mandarin,513,3554,9,Health & Wellness,2021-09-06
196666,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.08,19146.0,5.14,Chicago,French,237,8359,10,Foodies,2021-10-23
62780,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.05,15045.0,2.13,Chicago,German,351,7772,2,Outdoor Adventurers,2021-12-31
151292,TechCorp,Influencer,Men 18-24,15 days,Website,0.11,18554.0,2.69,Los Angeles,German,945,5413,8,Fashionistas,2021-07-01
74414,DataTech Solutions,Display,All Ages,60 days,Email,0.14,8728.0,4.48,Chicago,German,837,3121,1,Foodies,2021-11-15
171122,Innovate Industries,Email,Women 35-44,30 days,YouTube,0.15,18769.0,6.78,Houston,English,183,1902,9,Health & Wellness,2021-10-29
135582,NexGen Systems,Display,Women 25-34,15 days,Website,0.04,10694.0,6.88,Miami,English,554,4538,5,Outdoor Adventurers,2021-06-16
19824,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.13,8076.0,5.6,Chicago,English,556,7215,8,Outdoor Adventurers,2021-04-24
189155,DataTech Solutions,Influencer,Men 25-34,30 days,YouTube,0.14,17857.0,4.35,Los Angeles,Spanish,313,4652,2,Fashionistas,2021-03-26
118304,Alpha Innovations,Social Media,Men 18-24,45 days,Instagram,0.12,18321.0,6.0,Chicago,German,165,2405,5,Tech Enthusiasts,2021-02-13
101422,DataTech Solutions,Display,Men 18-24,45 days,YouTube,0.05,11180.0,5.83,Los Angeles,French,820,5127,3,Foodies,2021-11-13
71802,DataTech Solutions,Email,Women 25-34,45 days,Facebook,0.14,17328.0,2.41,New York,German,967,1210,4,Fashionistas,2021-09-19
121676,DataTech Solutions,Search,Men 25-34,45 days,Facebook,0.07,12545.0,3.75,Houston,Mandarin,336,1851,2,Fashionistas,2021-05-11
55981,NexGen Systems,Social Media,Women 35-44,60 days,Facebook,0.13,6480.0,2.39,Houston,French,539,3599,9,Health & Wellness,2021-05-16
60801,TechCorp,Influencer,Men 18-24,45 days,Website,0.1,19723.0,5.66,New York,French,316,2955,2,Health & Wellness,2021-07-30
144430,Innovate Industries,Email,Men 18-24,15 days,Instagram,0.11,5580.0,4.7,Chicago,Mandarin,689,1037,8,Health & Wellness,2021-09-12
82004,TechCorp,Search,Women 35-44,45 days,Facebook,0.1,14860.0,2.98,New York,French,932,8119,2,Fashionistas,2021-09-01
64915,Alpha Innovations,Display,All Ages,15 days,Website,0.02,13844.0,7.38,Chicago,Spanish,329,8899,9,Fashionistas,2021-11-06
51304,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.11,17440.0,6.76,Chicago,French,954,9918,2,Health & Wellness,2021-07-23
96000,DataTech Solutions,Email,All Ages,60 days,Website,0.11,7117.0,2.44,Miami,German,829,4346,1,Tech Enthusiasts,2021-01-05
179193,NexGen Systems,Social Media,All Ages,30 days,Facebook,0.13,13797.0,2.4,Chicago,French,126,1580,1,Foodies,2021-12-09
104423,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.14,6476.0,7.64,Chicago,Spanish,219,9273,4,Outdoor Adventurers,2021-02-02
114195,Innovate Industries,Email,All Ages,45 days,Website,0.1,11118.0,2.98,Chicago,English,650,2648,7,Health & Wellness,2021-11-11
75783,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.11,6196.0,3.24,Houston,French,711,7383,3,Foodies,2021-08-16
43833,TechCorp,Email,Women 25-34,30 days,Facebook,0.13,19757.0,7.53,Chicago,Spanish,766,2852,6,Fashionistas,2021-02-02
115206,Innovate Industries,Display,Men 25-34,45 days,Email,0.02,18098.0,3.45,Houston,French,628,2494,8,Foodies,2021-08-19
129261,NexGen Systems,Search,Men 25-34,30 days,Google Ads,0.12,7831.0,6.85,Los Angeles,German,713,3981,1,Fashionistas,2021-02-20
172354,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.09,14389.0,2.6,Chicago,German,790,5642,9,Fashionistas,2021-03-15
35979,TechCorp,Display,All Ages,45 days,Facebook,0.11,6330.0,2.18,Chicago,German,339,5351,8,Tech Enthusiasts,2021-07-28
103812,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.08,6725.0,5.72,Houston,French,817,6328,8,Tech Enthusiasts,2021-06-01
34041,Innovate Industries,Display,Men 18-24,45 days,Email,0.09,5231.0,4.24,Miami,French,637,9349,6,Health & Wellness,2021-04-06
90898,TechCorp,Influencer,Women 35-44,15 days,Website,0.05,12681.0,5.02,Houston,English,648,9473,9,Fashionistas,2021-01-13
29471,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.12,5341.0,4.96,New York,German,298,6625,8,Foodies,2021-09-28
158087,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.04,12200.0,2.65,New York,English,826,9532,7,Foodies,2021-02-11
162364,TechCorp,Display,Men 25-34,45 days,Facebook,0.09,18853.0,3.96,Chicago,German,676,8012,2,Tech Enthusiasts,2021-10-31
1779,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.09,14247.0,3.5,Los Angeles,German,687,2934,7,Health & Wellness,2021-11-15
156619,TechCorp,Influencer,Women 35-44,60 days,Instagram,0.14,13342.0,5.52,New York,German,347,3910,4,Foodies,2021-02-03
27846,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.13,13043.0,2.42,Miami,Mandarin,929,6242,1,Foodies,2021-04-16
34666,Innovate Industries,Search,Men 18-24,45 days,Email,0.09,18543.0,5.52,Chicago,Spanish,467,2350,5,Foodies,2021-12-22
54656,DataTech Solutions,Search,Men 25-34,30 days,YouTube,0.12,6241.0,4.46,Miami,English,289,5584,3,Outdoor Adventurers,2021-09-28
48013,DataTech Solutions,Email,Women 35-44,30 days,Instagram,0.02,13385.0,4.13,Chicago,Spanish,225,8022,5,Foodies,2021-07-17
176840,TechCorp,Influencer,Women 25-34,30 days,Instagram,0.1,9670.0,6.21,Miami,French,236,1897,4,Foodies,2021-06-29
184362,DataTech Solutions,Influencer,Men 18-24,60 days,Website,0.13,6351.0,3.97,Houston,French,106,8894,1,Fashionistas,2021-02-06
133735,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.08,18759.0,6.19,Houston,Spanish,173,4709,1,Tech Enthusiasts,2021-05-25
172861,TechCorp,Email,Men 18-24,15 days,Facebook,0.03,11742.0,4.86,New York,Mandarin,658,9199,4,Health & Wellness,2021-08-04
172588,TechCorp,Display,All Ages,60 days,Instagram,0.04,17291.0,2.48,Miami,Mandarin,386,4950,10,Outdoor Adventurers,2021-11-04
85529,Alpha Innovations,Search,All Ages,60 days,YouTube,0.06,10497.0,3.09,Los Angeles,German,529,9709,6,Fashionistas,2021-04-29
71939,Alpha Innovations,Influencer,All Ages,15 days,Website,0.15,11494.0,5.8,Houston,Spanish,552,3926,10,Outdoor Adventurers,2021-02-03
127161,NexGen Systems,Search,Men 25-34,15 days,Email,0.04,19495.0,2.85,New York,Spanish,753,3788,10,Foodies,2021-05-21
198864,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.1,8187.0,3.4,Chicago,French,471,6150,6,Tech Enthusiasts,2021-10-31
143751,NexGen Systems,Influencer,Women 25-34,60 days,YouTube,0.14,14407.0,5.27,New York,Spanish,341,3333,4,Outdoor Adventurers,2021-11-02
161448,Alpha Innovations,Social Media,Women 35-44,15 days,Website,0.08,9015.0,2.1,New York,Spanish,880,8474,2,Foodies,2021-04-28
103286,Alpha Innovations,Social Media,Men 18-24,30 days,Facebook,0.03,15501.0,6.18,Houston,Spanish,962,3467,7,Foodies,2021-12-22
165425,TechCorp,Display,Men 18-24,60 days,Facebook,0.13,17131.0,7.33,Miami,English,799,3154,4,Health & Wellness,2021-03-21
173570,DataTech Solutions,Influencer,Women 35-44,60 days,Website,0.13,7646.0,5.54,Miami,Mandarin,597,8130,2,Health & Wellness,2021-07-14
196420,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.11,19062.0,4.92,Miami,German,483,7542,6,Outdoor Adventurers,2021-02-19
134959,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.13,15664.0,2.59,Houston,Mandarin,820,7425,1,Fashionistas,2021-10-01
68194,Innovate Industries,Search,Women 25-34,15 days,YouTube,0.11,7517.0,2.88,Miami,French,395,2508,7,Tech Enthusiasts,2021-10-31
95096,Innovate Industries,Social Media,Men 25-34,15 days,Website,0.13,16891.0,7.22,Chicago,French,718,2562,7,Foodies,2021-07-15
141510,TechCorp,Search,Women 25-34,60 days,Google Ads,0.14,13337.0,3.22,Los Angeles,German,383,9121,2,Tech Enthusiasts,2021-09-12
144239,DataTech Solutions,Search,Men 25-34,15 days,Website,0.13,8000.0,6.12,New York,English,131,8431,5,Tech Enthusiasts,2021-03-05
51512,Alpha Innovations,Email,Men 18-24,15 days,Website,0.11,18729.0,4.57,Chicago,English,406,7184,6,Health & Wellness,2021-02-16
188128,Innovate Industries,Display,Women 25-34,15 days,Email,0.05,19965.0,4.92,Miami,English,528,2486,10,Tech Enthusiasts,2021-06-02
79724,Innovate Industries,Email,Men 18-24,45 days,Facebook,0.04,9251.0,6.97,New York,German,817,1184,7,Foodies,2021-06-03
57190,Alpha Innovations,Search,Women 25-34,15 days,Google Ads,0.05,17319.0,7.07,Miami,French,228,7371,1,Tech Enthusiasts,2021-09-07
13060,DataTech Solutions,Email,Women 25-34,60 days,Website,0.08,17095.0,7.66,Los Angeles,Mandarin,403,6019,6,Fashionistas,2021-10-12
152120,TechCorp,Display,All Ages,15 days,Email,0.1,16246.0,7.25,New York,English,232,6196,4,Foodies,2021-10-07
60171,NexGen Systems,Influencer,All Ages,30 days,Email,0.03,9355.0,6.18,Miami,German,803,7178,1,Health & Wellness,2021-11-07
81236,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.1,10344.0,7.34,New York,Spanish,884,1533,4,Foodies,2021-07-25
153675,Innovate Industries,Influencer,All Ages,15 days,YouTube,0.08,14169.0,4.55,Miami,Spanish,594,1525,2,Tech Enthusiasts,2021-01-10
193414,DataTech Solutions,Social Media,Men 18-24,15 days,Instagram,0.04,18288.0,2.23,New York,Spanish,367,3307,6,Outdoor Adventurers,2021-11-25
87850,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.05,17797.0,4.43,New York,Mandarin,795,6094,8,Health & Wellness,2021-09-07
13084,NexGen Systems,Email,Women 35-44,30 days,Google Ads,0.11,11723.0,7.4,Miami,Spanish,506,5168,2,Health & Wellness,2021-11-05
70863,TechCorp,Email,Men 25-34,60 days,Google Ads,0.14,19282.0,5.2,New York,German,263,7778,1,Tech Enthusiasts,2021-02-22
75781,DataTech Solutions,Display,Women 25-34,60 days,Website,0.02,18476.0,2.9,New York,Spanish,400,9984,8,Health & Wellness,2021-08-14
55713,DataTech Solutions,Display,Men 18-24,15 days,Website,0.14,19826.0,3.74,Los Angeles,English,436,5028,10,Foodies,2021-08-21
87353,Innovate Industries,Influencer,Women 35-44,60 days,Email,0.06,9762.0,2.87,New York,German,391,6492,8,Foodies,2021-04-28
62388,Alpha Innovations,Email,Women 35-44,30 days,Instagram,0.12,11152.0,6.32,Chicago,Mandarin,921,7804,4,Outdoor Adventurers,2021-12-04
140535,TechCorp,Email,All Ages,45 days,Instagram,0.13,12601.0,6.11,New York,Mandarin,654,4849,3,Tech Enthusiasts,2021-01-10
42107,NexGen Systems,Search,Men 25-34,15 days,Email,0.12,5744.0,2.25,Miami,French,999,6442,5,Health & Wellness,2021-05-12
63067,TechCorp,Display,Women 25-34,15 days,Instagram,0.02,11539.0,5.26,Miami,Mandarin,538,9842,2,Foodies,2021-10-14
38570,Innovate Industries,Search,Men 18-24,30 days,Email,0.05,8557.0,2.27,New York,German,334,3907,6,Fashionistas,2021-09-02
87362,DataTech Solutions,Influencer,Women 35-44,15 days,Email,0.1,6289.0,3.61,New York,German,411,7518,8,Foodies,2021-05-07
127195,TechCorp,Social Media,All Ages,30 days,YouTube,0.1,13208.0,3.21,Los Angeles,French,655,9911,8,Fashionistas,2021-06-24
195809,NexGen Systems,Influencer,Women 35-44,15 days,Google Ads,0.13,17355.0,7.78,Los Angeles,German,125,7132,4,Foodies,2021-06-18
299,DataTech Solutions,Display,Men 25-34,60 days,Email,0.02,18677.0,3.71,Los Angeles,Mandarin,334,1647,1,Foodies,2021-10-26
34777,TechCorp,Influencer,Men 25-34,45 days,Instagram,0.13,18887.0,2.07,Houston,French,368,5794,4,Fashionistas,2021-04-12
186277,TechCorp,Social Media,Men 18-24,60 days,Website,0.05,9672.0,3.56,Los Angeles,Mandarin,251,2271,5,Fashionistas,2021-05-07
12071,DataTech Solutions,Display,Men 25-34,30 days,YouTube,0.09,6192.0,2.41,Chicago,Mandarin,344,8296,1,Health & Wellness,2021-01-26
95093,NexGen Systems,Influencer,All Ages,45 days,Instagram,0.12,13154.0,6.63,Miami,French,294,2896,4,Health & Wellness,2021-07-12
157016,DataTech Solutions,Email,All Ages,45 days,YouTube,0.11,17839.0,5.67,Chicago,English,469,9418,8,Outdoor Adventurers,2021-03-07
174921,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,0.11,5823.0,7.11,Miami,German,139,3193,5,Outdoor Adventurers,2021-03-27
103125,TechCorp,Display,Women 25-34,60 days,Instagram,0.11,10253.0,4.93,New York,Mandarin,403,8284,6,Health & Wellness,2021-07-14
97409,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,0.11,17003.0,3.33,New York,Spanish,989,7691,10,Outdoor Adventurers,2021-11-15
111853,DataTech Solutions,Social Media,Men 25-34,15 days,Website,0.13,17869.0,6.0,New York,English,431,6043,1,Foodies,2021-06-12
54932,DataTech Solutions,Search,All Ages,60 days,Instagram,0.03,13831.0,7.28,New York,Mandarin,481,4449,4,Foodies,2021-07-01
141661,Alpha Innovations,Social Media,Women 25-34,15 days,Website,0.09,17488.0,5.1,Chicago,Spanish,821,2318,9,Health & Wellness,2021-02-10
168970,Innovate Industries,Influencer,Women 35-44,30 days,Website,0.12,7826.0,6.16,New York,English,846,3089,3,Outdoor Adventurers,2021-12-06
95392,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.07,13027.0,5.13,New York,English,269,5882,6,Foodies,2021-05-07
125239,Alpha Innovations,Influencer,All Ages,15 days,YouTube,0.11,9102.0,4.55,Miami,French,991,9650,6,Fashionistas,2021-02-13
56591,TechCorp,Search,Men 18-24,30 days,Google Ads,0.11,10600.0,4.94,Miami,English,924,4236,10,Foodies,2021-01-16
73265,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.06,17221.0,3.7,Los Angeles,Spanish,546,4721,10,Health & Wellness,2021-09-22
28120,NexGen Systems,Email,Men 18-24,60 days,YouTube,0.01,9208.0,4.29,Chicago,German,463,1004,1,Fashionistas,2021-01-15
135894,TechCorp,Email,All Ages,45 days,Website,0.02,9314.0,7.49,Houston,German,480,5823,5,Health & Wellness,2021-04-24
64422,DataTech Solutions,Display,Women 25-34,15 days,Website,0.14,17911.0,4.08,Los Angeles,Spanish,792,5385,8,Foodies,2021-07-01
158932,DataTech Solutions,Influencer,Women 35-44,15 days,Instagram,0.06,19888.0,3.33,Chicago,German,318,2211,2,Health & Wellness,2021-06-06
170555,Alpha Innovations,Search,Women 35-44,45 days,YouTube,0.1,16025.0,6.87,New York,Mandarin,603,9505,6,Outdoor Adventurers,2021-04-10
130941,NexGen Systems,Search,All Ages,15 days,Google Ads,0.09,16866.0,7.45,New York,German,403,1275,6,Health & Wellness,2021-09-28
179406,TechCorp,Search,Men 18-24,60 days,Website,0.11,15578.0,7.25,New York,Spanish,866,1588,2,Health & Wellness,2021-07-10
188490,NexGen Systems,Display,Men 25-34,45 days,Facebook,0.15,18866.0,6.1,Chicago,German,146,2988,5,Foodies,2021-05-30
34284,TechCorp,Search,Women 25-34,30 days,Email,0.02,16760.0,5.42,Chicago,French,974,9719,9,Tech Enthusiasts,2021-12-05
68594,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.06,9558.0,2.56,Miami,Mandarin,694,2966,6,Fashionistas,2021-12-05
107380,Alpha Innovations,Email,Women 35-44,15 days,Facebook,0.06,18079.0,3.4,New York,English,642,3179,8,Foodies,2021-03-11
137363,TechCorp,Social Media,Men 25-34,15 days,Facebook,0.1,10368.0,3.1,Los Angeles,Mandarin,901,5769,2,Health & Wellness,2021-05-03
24765,DataTech Solutions,Search,Women 35-44,30 days,Instagram,0.08,14945.0,6.63,Miami,English,569,5847,6,Fashionistas,2021-11-06
61733,NexGen Systems,Display,Women 35-44,60 days,YouTube,0.02,18174.0,4.37,Chicago,German,919,5830,9,Tech Enthusiasts,2021-02-17
7196,DataTech Solutions,Influencer,Women 35-44,15 days,Instagram,0.06,18240.0,4.3,Houston,French,253,6765,6,Outdoor Adventurers,2021-09-18
57310,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.03,16172.0,6.36,Houston,German,857,3299,2,Fashionistas,2021-01-05
160965,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.14,15132.0,6.81,Chicago,English,358,9737,9,Tech Enthusiasts,2021-12-31
106998,NexGen Systems,Email,Men 25-34,60 days,Instagram,0.13,17108.0,4.96,Miami,Mandarin,560,3509,2,Outdoor Adventurers,2021-02-22
12965,Alpha Innovations,Display,Women 25-34,15 days,Website,0.14,15181.0,3.62,Los Angeles,French,456,6901,1,Outdoor Adventurers,2021-07-09
12701,Innovate Industries,Influencer,Men 18-24,45 days,Email,0.11,13376.0,4.86,New York,French,194,9718,1,Fashionistas,2021-10-18
48686,NexGen Systems,Email,Women 25-34,15 days,Website,0.13,15144.0,5.57,Los Angeles,Mandarin,197,2757,6,Foodies,2021-05-21
19294,DataTech Solutions,Search,Men 18-24,45 days,YouTube,0.14,13131.0,5.61,Houston,Spanish,954,8151,7,Fashionistas,2021-11-10
9837,DataTech Solutions,Social Media,All Ages,45 days,Email,0.03,6397.0,6.67,Los Angeles,French,161,5707,10,Foodies,2021-12-13
34339,NexGen Systems,Email,Women 35-44,60 days,Email,0.02,8964.0,4.92,Houston,English,447,7052,4,Outdoor Adventurers,2021-01-29
135114,TechCorp,Influencer,Women 25-34,30 days,YouTube,0.08,7257.0,6.82,Chicago,English,954,5889,3,Outdoor Adventurers,2021-03-05
149873,DataTech Solutions,Email,Women 25-34,30 days,Website,0.04,14532.0,3.67,Miami,Spanish,782,3439,2,Foodies,2021-08-11
97743,DataTech Solutions,Display,Men 25-34,30 days,Website,0.09,9129.0,3.83,Houston,French,970,5477,3,Foodies,2021-10-15
177949,Alpha Innovations,Email,Women 25-34,30 days,Website,0.09,8315.0,2.16,New York,Spanish,911,8731,2,Tech Enthusiasts,2021-07-13
170724,Innovate Industries,Email,All Ages,60 days,Facebook,0.08,14977.0,7.87,Los Angeles,Mandarin,639,7436,6,Fashionistas,2021-09-26
21479,TechCorp,Display,Women 35-44,45 days,YouTube,0.01,5302.0,2.34,Houston,Spanish,834,5526,7,Foodies,2021-11-05
9521,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.15,9979.0,2.03,New York,French,685,4388,4,Outdoor Adventurers,2021-01-31
8348,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.03,12644.0,6.61,Chicago,French,876,9275,1,Tech Enthusiasts,2021-11-14
23486,Alpha Innovations,Influencer,Women 35-44,30 days,Email,0.13,15538.0,7.25,Houston,Spanish,923,7545,10,Foodies,2021-05-06
74868,NexGen Systems,Search,Men 18-24,30 days,Google Ads,0.1,17288.0,6.28,Houston,English,676,9257,9,Outdoor Adventurers,2021-02-12
8941,TechCorp,Search,Men 18-24,30 days,Facebook,0.15,10892.0,5.22,Los Angeles,German,832,7586,1,Tech Enthusiasts,2021-06-30
15046,Alpha Innovations,Display,Women 35-44,15 days,Google Ads,0.11,13235.0,6.95,Miami,German,366,5870,1,Health & Wellness,2021-03-22
159364,Innovate Industries,Search,Men 25-34,15 days,Email,0.14,8365.0,4.63,Houston,French,596,1935,7,Foodies,2021-08-12
159233,Alpha Innovations,Display,Women 25-34,45 days,Google Ads,0.08,10497.0,4.18,Chicago,French,136,3972,10,Tech Enthusiasts,2021-04-03
157096,Alpha Innovations,Search,Men 25-34,60 days,Website,0.11,12485.0,4.11,Chicago,Spanish,446,9370,10,Tech Enthusiasts,2021-05-26
189807,Alpha Innovations,Search,Men 18-24,15 days,Instagram,0.13,16592.0,3.38,Houston,Spanish,681,9821,8,Tech Enthusiasts,2021-01-07
80538,Alpha Innovations,Display,Women 35-44,30 days,Website,0.03,12465.0,2.91,Los Angeles,French,611,8287,10,Health & Wellness,2021-08-26
38368,Innovate Industries,Display,Men 25-34,15 days,Website,0.1,15987.0,6.47,New York,Spanish,761,7710,9,Health & Wellness,2021-02-12
148124,NexGen Systems,Influencer,Men 25-34,45 days,Email,0.03,9120.0,6.24,Chicago,French,721,8411,2,Foodies,2021-10-26
112645,TechCorp,Influencer,Women 25-34,30 days,Email,0.13,18577.0,2.34,New York,English,494,8554,1,Fashionistas,2021-08-13
164528,Alpha Innovations,Display,Women 25-34,30 days,Email,0.14,5391.0,5.54,Chicago,English,558,4511,7,Health & Wellness,2021-10-05
125,DataTech Solutions,Email,Men 18-24,45 days,Website,0.13,5653.0,6.08,Chicago,Mandarin,986,4477,10,Foodies,2021-05-05
179967,Innovate Industries,Email,Women 25-34,30 days,Instagram,0.1,14305.0,2.55,Chicago,Spanish,539,4038,1,Health & Wellness,2021-01-22
134386,TechCorp,Email,Women 25-34,15 days,Instagram,0.13,16446.0,4.86,Los Angeles,Mandarin,608,6270,3,Fashionistas,2021-03-07
98209,TechCorp,Search,All Ages,60 days,Facebook,0.1,17027.0,2.83,Miami,French,417,5761,7,Tech Enthusiasts,2021-01-24
76352,DataTech Solutions,Search,Women 35-44,45 days,Email,0.11,11341.0,3.55,Houston,German,910,2841,4,Outdoor Adventurers,2021-03-08
16262,Innovate Industries,Display,Men 18-24,60 days,Email,0.06,8826.0,6.93,Miami,English,205,2977,8,Tech Enthusiasts,2021-07-21
54579,Innovate Industries,Display,Men 18-24,45 days,Google Ads,0.01,12775.0,6.6,Los Angeles,German,579,2222,4,Tech Enthusiasts,2021-07-13
162879,Innovate Industries,Search,Women 25-34,30 days,Email,0.04,5960.0,6.23,New York,German,558,5673,3,Tech Enthusiasts,2021-03-30
137476,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.13,5900.0,6.58,Houston,English,660,2537,2,Foodies,2021-08-24
104536,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.14,7929.0,4.46,Los Angeles,German,655,8203,10,Foodies,2021-05-26
